"Highlight","Book Title","Book Author","Amazon Book ID","Note","Color","Tags","Location Type","Location","Highlighted at","Document tags","highlight_id","book_id","is_favorited","is_discarded","last_reviewed_at","review_count","created_at","updated_at","book_created_at","book_updated_at"
"Associating with people in large numbers is actually harmful: there is not one of them that will not make some vice or other attractive to us, or leave us carrying the imprint of it or bedaubed all unawares with it. And inevitably enough, the larger the size of the crowd we mingle with, the greater the danger.","Letters from a Stoic","Seneca,","","","","","","","2023-04-17T00:00:00","stoicism","793","30","false","false","","","2023-04-17T00:00:00","2025-12-20T09:30:38.157342","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"If wisdom were offered me on the one condition that I should keep it shut away and not divulge it to anyone, I should reject it. There is no enjoying the possession of anything valuable unless one has someone to share it with.","Letters from a Stoic","Seneca,","","> not sure about this","","","","","2023-04-12T00:00:00","stoicism","792","30","false","false","","","2023-04-12T00:00:00","2025-12-20T09:30:38.123496","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"Wild animals run from the dangers they actually see, and once they have escaped them worry no more. We however are tormented alike by what is past and what is to come. A number of our blessings do us harm, for memory brings back the agony of fear while foresight brings it on prematurely. No one confines his unhappiness to the present.","Letters from a Stoic","Seneca,","","> avoidance behaviours leads to catastrophic belief and fear. Ahead of his time","","","","","2023-04-10T00:00:00","stoicism","791","30","false","false","","","2023-04-10T00:00:00","2025-12-20T09:30:38.089038","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"‘Cease to hope,’ he says, ‘and you will cease to fear.’","Letters from a Stoic","Seneca,","","> link between goals and cognitive bias","","","","","2023-04-10T00:00:00","stoicism","790","30","true","false","","","2023-04-10T00:00:00","2025-12-20T09:30:38.062711","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"Trusting everyone is as much a fault as trusting no one (though I should call the first the worthier and the second the safer behaviour).","Letters from a Stoic","Seneca,","","> naivety versus paranoid mistrust","","","","","2023-04-10T00:00:00","stoicism","789","30","false","false","","","2023-04-10T00:00:00","2025-12-20T09:30:38.032747","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"Think for a long time whether or not you should admit a given person to your friendship. But when you have decided to do so, welcome him heart and soul, and speak as unreservedly with him as you would with yourself.","Letters from a Stoic","Seneca,","","","","","","","2023-04-10T00:00:00","stoicism","788","30","true","false","","","2023-04-10T00:00:00","2025-12-20T09:30:38.003360","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"Each day, too, acquire something which will help you to face poverty, or death, and other ills as well. After running over a lot of different thoughts, pick out one to be digested thoroughly that day. This is what I do myself; out of the many bits I have been reading I, lay hold of one.","Letters from a Stoic","Seneca,","","> Create daily personalized quotes","","","","","2023-04-09T00:00:00","stoicism","787","30","false","false","","","2023-04-09T00:00:00","2025-12-20T09:30:37.974871","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"And if you say, ‘But I feel like opening different books at different times’, my answer will be this: tasting one dish after another is the sign of a fussy stomach, and where the foods are dissimilar and diverse in range they lead to contamination of the system, not nutrition. So always read well-tried authors, and if at any moment you find yourself wanting a change from a particular author, go back to ones you have read before.","Letters from a Stoic","Seneca,","","> reading advice","","","","","2023-04-09T00:00:00","stoicism","786","30","false","true","","","2023-04-09T00:00:00","2025-12-20T09:30:37.944383","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"You should be extending your stay among writers whose genius is unquestionable, deriving constant nourishment from them if you wish to gain anything from your reading that will find a lasting place in your mind. To be everywhere is to be nowhere","Letters from a Stoic","Seneca,","","> The same idea as “saying yes to one thing means saying no to another”","","","","","2023-04-09T00:00:00","stoicism","785","30","true","false","","","2023-04-09T00:00:00","2025-12-20T09:30:37.913847","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"Nothing, to my way of thinking, is a better proof of a well ordered mind than a man’s ability to stop just where he is and pass some time in his own company.","Letters from a Stoic","Seneca,","","","","","","","2023-04-09T00:00:00","stoicism","784","30","true","false","","","2023-04-09T00:00:00","2025-12-20T09:30:37.883203","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"In letters to Peter Gilles we find Erasmus writing (in the words of Froude) ‘in fraternal good humour, advising him to be regular at his work, to keep a journal, to remember that life was short, to study Plato and Seneca, love his wife, and disregard the world’s opinion’","Letters from a Stoic","Seneca,","","> man knows his priorities :)","","","","","2023-04-09T00:00:00","stoicism","782","30","true","false","","","2023-04-09T00:00:00","2025-12-20T09:30:37.827128","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"There is Macaulay’s celebrated statement in a letter to a friend: ‘I cannot bear Seneca… His works are made up of mottoes. There is hardly a sentence which might not be quoted; but to read him straightforward is like dining on nothing but anchovy sauce.’","Letters from a Stoic","Seneca,","","","","","","","2023-04-09T00:00:00","stoicism","781","30","false","false","","","2023-04-09T00:00:00","2025-12-20T09:30:37.798165","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"But more than this, he would have denounced the opinion to which most philosophers, tacitly or otherwise, have come round in the last half-century, that it is no part of the business of philosophy to turn people into better persons, as tantamount to desertion or lèse-majesté. His tremendous faith in philosophy as a mistress was grounded on a belief that her end was the practical one of curing souls, of bringing peace and order to the feverish minds of men pursuing the wrong aims in life. ‘What we say should be of use, not just entertaining.’","Letters from a Stoic","Seneca,","","Should philosophy be required to provide practical guidance to life?","","","","","2023-04-07T00:00:00","stoicism","780","30","false","false","","","2023-04-07T00:00:00","2025-12-20T09:30:37.765420","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"In pursuing the ideal of autarkeia, self-sufficiency, it seemed to make the perfect man a person detached and aloof from his fellows, superior to the world he lived in. Altogether the impression it conveyed, for all its idealism and sincerity, could be cold, dogmatic and unrealistic. Seneca’s contribution to ancient philosophy lay in the humanization of this creed","Letters from a Stoic","Seneca,","","","","","","","2023-04-07T00:00:00","stoicism","779","30","false","false","","","2023-04-07T00:00:00","2025-12-20T09:30:37.736543","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"the summum bonum or ‘supreme ideal’, is usually summarized in ancient philosophy as a combination of four qualities: wisdom (or moral insight), courage, self-control and justice (or upright dealing)","Letters from a Stoic","Seneca,","","","","","","","2023-04-07T00:00:00","stoicism","778","30","false","false","","","2023-04-07T00:00:00","2025-12-20T09:30:37.706056","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"To die hating them, that was freedom.","1984","","","","","","","","2023-03-24T00:00:00","","487","21","false","false","","","2023-03-24T00:00:00","2025-12-20T14:57:30.902400","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"He could not fight against the Party any longer. Besides, the Party was in the right. It must be so; how could the immortal, collective brain be mistaken? By what external standard could you check its judgements? Sanity was statistical. It was merely a question of learning to think as they thought. Only——!","1984","","","","","","","","2023-03-24T00:00:00","","486","21","true","false","","","2023-03-24T00:00:00","2025-12-20T14:57:24.348613","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"Progress in our world will be progress towards more pain.","1984","","","","","","","","2023-03-23T00:00:00","","485","21","false","true","","","2023-03-23T00:00:00","2025-12-20T09:30:30.687626","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"Later, in the twentieth century, there were the totalitarians, as they were called. There were the German Nazis and the Russian Communists.","1984","","","","","","","","2023-03-23T00:00:00","","484","21","false","true","","","2023-03-23T00:00:00","2025-12-20T09:30:30.671857","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"O’Brien held up the fingers of his left hand, with the thumb concealed.
‘There are five fingers there. Do you see five fingers?’
‘Yes.’
And he did see them, for a fleeting instant, before the scenery of his mind changed. He saw five fingers, and there was no deformity.","1984","","","Conditioning altering interpretation and perception","","","","","2023-03-23T00:00:00","","472","21","false","false","","","2023-03-23T00:00:00","2025-12-20T09:30:30.478213","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"Perhaps one did not want to be loved so much as to be understood","1984","","","","","","","","2023-03-20T00:00:00","","483","21","false","false","","","2023-03-20T00:00:00","2025-12-20T09:30:30.657234","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"Never, for any reason on earth, could you wish for an increase of pain. Of pain you could wish only one thing: that it should stop. Nothing in the world was so bad as physical pain. In the face of pain there are no heroes, no heroes, he thought over and over as he writhed on the floor, clutching uselessly at his disabled left arm.","1984","","","e.g., the movie “Dunkirk”, where brave men turn into frightened boys eager to fend for themselves.","","","","","2023-03-20T00:00:00","","482","21","false","false","","","2023-03-20T00:00:00","2025-12-20T09:30:30.636958","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"The official ideology abounds with contradictions even when there is no practical reason for them. Thus, the Party rejects and vilifies every principle for which the Socialist movement originally stood, and it chooses to do this in the name of Socialism","1984","","","Stalin vs marxism","","","","","2023-03-18T00:00:00","","481","21","false","false","","","2023-03-18T00:00:00","2025-12-20T09:30:30.619931","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"DOUBLETHINK means the power of holding two contradictory beliefs in one’s mind simultaneously, and accepting both of them. The Party intellectual knows in which direction his memories must be altered; he therefore knows that he is playing tricks with reality; but by the exercise of DOUBLETHINK he also satisfies himself that reality is not violated.","1984","","","","","","","","2023-03-18T00:00:00","","480","21","false","false","","","2023-03-18T00:00:00","2025-12-20T09:30:30.601926","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"The masses never revolt of their own accord, and they never revolt merely because they are oppressed. Indeed, so long as they are not permitted to have standards of comparison, they never even become aware that they are oppressed.","1984","","","","","","","","2023-03-16T00:00:00","","489","21","true","false","","","2023-03-16T00:00:00","2025-12-20T09:30:30.748599","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"But the new High group, unlike all its forerunners, did not act upon instinct but knew what was needed to safeguard its position. It had long been realized that the only secure basis for oligarchy is collectivism. Wealth and privilege are most easily defended when they are possessed jointly. The so-called ‘abolition of private property’ which took place in the middle years of the century meant, in effect, the concentration of property in far fewer hands than before: but with this difference, that the new owners were a group instead of a mass of individuals.","1984","","","","","","","","2023-03-16T00:00:00","","488","21","false","true","","","2023-03-16T00:00:00","2025-12-20T09:30:30.736509","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"Thoughts and actions which, when detected, mean certain death are not formally forbidden, and the endless purges, arrests, tortures, imprisonments, and vaporizations are not inflicted as punishment for crimes which have actually been committed, but are merely the wiping-out of persons who might perhaps commit a crime at some time in the future.","1984","","","Biomarkers and criminality","","","","","2023-03-16T00:00:00","","479","21","false","false","","","2023-03-16T00:00:00","2025-12-20T09:30:30.585437","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"In reality there was no escape. Even the one plan that was practicable, suicide, they had no intention of carrying out. To hang on from day to day and from week to week, spinning out a present that had no future, seemed an unconquerable instinct, just as one’s lungs will always draw the next breath so long as there is air available.","1984","","","","","","","","2023-03-13T00:00:00","","478","21","false","false","","","2023-03-13T00:00:00","2025-12-20T09:30:30.570938","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"If you’re happy inside yourself, why should you get excited about Big Brother and the Three-Year Plans and the Two Minutes Hate and all the rest of their bloody rot?’
That was very true, he thought. There was a direct intimate connexion between chastity and political orthodoxy. For how could the fear, the hatred, and the lunatic credulity which the Party needed in its members be kept at the right pitch, except by bottling down some powerful instinct and using it as a driving force? The sex impulse was dangerous to the Party, and the Party had turned it to account.","1984","","","","","","","","2023-03-11T00:00:00","","471","21","false","false","","","2023-03-11T00:00:00","2025-12-20T09:30:30.448484","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"At the sight of the words I LOVE YOU the desire to stay alive had welled up in him, and the taking of minor risks suddenly seemed stupid.","1984","","","Feeling loved gives meaning and purpose to life","","","","","2023-03-10T00:00:00","","477","21","true","false","","","2023-03-10T00:00:00","2025-12-20T09:30:30.554801","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"Not merely the validity of experience, but the very existence of external reality, was tacitly denied by their philosophy. The heresy of heresies was common sense. And what was terrifying was not that they would kill you for thinking otherwise, but that they might be right. For, after all, how do we know that two and two make four? Or that the force of gravity works? Or that the past is unchangeable? If both the past and the external world exist only in the mind, and if the mind itself is controllable what then?","1984","","","> Shows how socially constructed the world may be; what is reality after all?","","","","","2023-03-06T00:00:00","","476","21","false","false","","","2023-03-06T00:00:00","2025-12-20T09:30:30.538912","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"It was not the man’s brain that was speaking, it was his larynx. The stuff that was coming out of him consisted of words, but it was not speech in the true sense: it was a noise uttered in unconsciousness, like the quacking of a duck.","1984","","","","","","","","2023-03-05T00:00:00","","475","21","false","false","","","2023-03-05T00:00:00","2025-12-20T09:30:30.523360","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"has","1984","","","","","","","","2023-02-24T00:00:00","","474","21","false","false","","","2023-02-24T00:00:00","2025-12-20T09:30:30.507355","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"He had committed—would still have committed, even if he had never set pen to paper—the essential crime that contained all others in itself. Thoughtcrime, they called it. Thoughtcrime was not a thing that could be concealed for ever. You might dodge successfully for a while, even for years, but sooner or later they were bound to get you.","1984","","","> nihilism motivates criminality","","","","","2023-02-24T00:00:00","","473","21","false","false","","","2023-02-24T00:00:00","2025-12-20T09:30:30.492080","2025-12-20T09:30:30.452611","2025-12-20T09:30:30.453030"
"Only by living thus, and not setting too high a value on things which can at any moment be taken away from him, can he discover that true, unshakeable peace and contentment to which ambition, luxury and above all avarice are among the greatest obstacles.","Letters from a Stoic","Seneca,","","","","","","","2023-02-09T00:00:00","stoicism","777","30","true","false","","","2023-02-09T00:00:00","2025-12-20T09:30:37.675416","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"What counts … is one’s attitude to wealth, which is the wise man’s servant and the fool’s master","Letters from a Stoic","Seneca,","","","","","","","2023-02-08T00:00:00","stoicism","776","30","false","false","","","2023-02-08T00:00:00","2025-12-20T09:30:37.626519","2025-12-20T09:30:37.629975","2025-12-20T09:30:37.630619"
"to expect a bad person not to harm others is like expecting fig trees not to secrete juice, babies not to cry, horses not to neigh","Meditations","Marcus Aurelius","","","","","","","2022-11-14T00:00:00","stoicism","586","24","false","false","","","2022-11-14T00:00:00","2025-12-20T09:30:33.154669","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"It never ceases to amaze me: we all love ourselves more than other people, but care more about their opinion than our own.","Meditations","Marcus Aurelius","","I think in many cases we don’t love ourselves more","","","","","2022-11-14T00:00:00","stoicism","585","24","true","false","","","2022-11-14T00:00:00","2025-12-20T09:30:33.139240","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"If you can cut free of impressions that cling to the mind, free of the future and the past—can make yourself, as Empedocles says, “a sphere rejoicing in its perfect stillness,” and concentrate on living what can be lived (which means the present) . . . then you can spend the time you have left in tranquillity. And in kindness. And at peace with the spirit within you.","Meditations","Marcus Aurelius","","Mindfulness summarized; see also Jon Kabat Zinn","","","","","2022-11-14T00:00:00","stoicism","584","24","false","false","","","2022-11-14T00:00:00","2025-12-20T09:30:33.123684","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"We need to steer clear of desire in any form and not try to avoid what’s beyond our control","Meditations","Marcus Aurelius","","Is pursuing (community) goals not also a potential desire? Excluding all desires from the realm of the good and the natural leaves no goal states and merely a passive entity; unmoved by surroundings, but also not the slightest interested in improving any aspect of the situation","","","","","2022-11-13T00:00:00","stoicism","583","24","false","false","","","2022-11-13T00:00:00","2025-12-20T09:30:33.106310","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"So the goal should be a common one—a civic one. If you direct all your energies toward that, your actions will be consistent. And so will you.","Meditations","Marcus Aurelius","","Different values inspire different goals; community goals vs personal gain goals?","","","","","2022-11-13T00:00:00","stoicism","582","24","false","false","","","2022-11-13T00:00:00","2025-12-20T09:30:33.092694","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"It’s courtesy and kindness that define a human being—and a man. That’s who possesses strength and nerves and guts, not the angry whiners. To react like that brings you closer to impassivity—and so to strength. Pain is the opposite of strength, and so is anger. Both are things we suffer from, and yield to.","Meditations","Marcus Aurelius","","","","","","","2022-11-13T00:00:00","stoicism","581","24","false","false","","","2022-11-13T00:00:00","2025-12-20T09:30:33.080121","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"You have to know an awful lot before you can judge other people’s actions with real understanding.","Meditations","Marcus Aurelius","","Judging is irrational","","","","","2022-11-13T00:00:00","stoicism","580","24","false","false","","","2022-11-13T00:00:00","2025-12-20T09:30:33.066239","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"If it’s imposed by nature, accept it gladly and stop fighting it.","Meditations","Marcus Aurelius","","Acceptance > Mindfulness","","","","","2022-11-13T00:00:00","stoicism","579","24","false","false","","","2022-11-13T00:00:00","2025-12-20T09:30:33.053236","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"It is we who generate the judgments—inscribing them on ourselves.","Meditations","Marcus Aurelius","","","","","","","2022-11-13T00:00:00","stoicism","578","24","false","false","","","2022-11-13T00:00:00","2025-12-20T09:30:33.039077","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"A straightforward, honest person should be like someone who stinks: when you’re in the same room with him, you know it.","Meditations","Marcus Aurelius","","","","","","","2022-11-13T00:00:00","stoicism","577","24","true","false","","","2022-11-13T00:00:00","2025-12-20T09:30:33.023895","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"The natural can never be inferior to the artificial; art imitates nature, not the reverse.","Meditations","Marcus Aurelius","","Natural versus artificial intelligence","","","","","2022-11-13T00:00:00","stoicism","576","24","true","false","","","2022-11-13T00:00:00","2025-12-20T09:30:33.010563","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"You’ll never stop complaining until you feel the same pleasure that the hedonist gets from self-indulgence—only from doing what’s proper to human beings as far as circumstances—inherent or fortuitous—allow.","Meditations","Marcus Aurelius","","Depending on how you define pleasure, I don’t think someone aimed at a higher good and/or virtue should be concerned at how much pleasure they experience. Response: I actually think deriving pleasure of what is good is the only true way to sustain a certain lifestyle, e.g., if you have to suffer continuously, you are not motivated to keep living a certain way.","","","","","2022-11-12T00:00:00","stoicism","623","24","true","false","","","2022-11-12T00:00:00","2025-12-20T09:30:33.966773","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"A healthy pair of eyes should see everything that can be seen and not say, “No! Too bright!” (which is a symptom of ophthalmia).
A healthy sense of hearing or smell should be prepared for any sound or scent; a healthy stomach should have the same reaction to all foods, as a mill to what it grinds","Meditations","Marcus Aurelius","","Too mechanical and reductionistic; these senses with the associated perceptions are what make life so rich, engaging, and meaningful.","","","","","2022-11-12T00:00:00","stoicism","617","24","false","false","","","2022-11-12T00:00:00","2025-12-20T09:30:33.761923","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"To stop talking about what the good man is like, and just be one.","Meditations","Marcus Aurelius","","","","","","","2022-11-11T00:00:00","stoicism","622","24","false","true","","","2022-11-11T00:00:00","2025-12-20T09:30:33.932036","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"To follow the logos in all things is to be relaxed and energetic, joyful and serious at once.","Meditations","Marcus Aurelius","","Paradoxical","","","","","2022-11-11T00:00:00","stoicism","621","24","false","false","","","2022-11-11T00:00:00","2025-12-20T09:30:33.897076","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Only these two questions: Is what he’s doing now the right thing to be doing? Does he accept and welcome what he’s been assigned? He has stripped away all other occupations, all other tasks. He wants only to travel a straight path","Meditations","Marcus Aurelius","","","","","","","2022-11-11T00:00:00","stoicism","620","24","false","false","","","2022-11-11T00:00:00","2025-12-20T09:30:33.863482","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"My mind. What is it? What am I making of it? What am I using it for?
Is it empty of thought?
Isolated and torn loose from those around it?
Melted into flesh and blended with it, so that it shares its urges?","Meditations","Marcus Aurelius","","Melancholy","","","","","2022-11-11T00:00:00","stoicism","616","24","false","false","","","2022-11-11T00:00:00","2025-12-20T09:30:33.745395","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Your actions and perceptions need to aim:

• at accomplishing practical ends
• at the exercise of thought
• at maintaining a confidence founded on understanding. An unobtrusive confidence—hidden in plain sight.","Meditations","Marcus Aurelius","","Practical advice (for himself); pragmatism","","","","","2022-11-07T00:00:00","stoicism","615","24","false","false","","","2022-11-07T00:00:00","2025-12-20T09:30:33.729431","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"So by keeping in mind the whole I form a part of, I’ll accept whatever happens. And because of my relationship to other parts, I will do nothing selfish, but aim instead to join them, to direct my every action toward what benefits us all and to avoid what doesn’t. If I do all that, then my life should go smoothly. As you might expect a citizen’s life to go—one whose actions serve his fellow citizens, and who embraces the community’s decree.","Meditations","Marcus Aurelius","","","","","","","2022-11-05T00:00:00","stoicism","619","24","false","false","","","2022-11-05T00:00:00","2025-12-20T09:30:33.828448","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"If they’ve made a mistake, correct them gently and show them where they went wrong. If you can’t do that, then the blame lies with you. Or no one.","Meditations","Marcus Aurelius","","","","","","","2022-11-05T00:00:00","stoicism","618","24","false","false","","","2022-11-05T00:00:00","2025-12-20T09:30:33.793204","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Isn’t it yourself you should reproach—for not anticipating that they’d act this way?","Meditations","Marcus Aurelius","","His self-critical nature seems to dominate, thereby not leaving room for self-compassion","","","","","2022-11-02T00:00:00","stoicism","614","24","false","false","","","2022-11-02T00:00:00","2025-12-20T09:30:33.711718","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"32. You can discard most of the junk that clutters your mind—things that exist only there—and clear out space for yourself:

. . . by comprehending the scale of the world
. . . by contemplating infinite time
. . . by thinking of the speed with which things change—each part of every thing; the narrow space between our birth and death; the infinite time before; the equally unbounded time that follows.","Meditations","Marcus Aurelius","","Vastness; meaning in life; awe","","","","","2022-11-01T00:00:00","stoicism","612","24","false","false","","","2022-11-01T00:00:00","2025-12-20T09:30:33.677080","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Enter their minds, and you’ll find the judges you’re so afraid of—and how judiciously they judge themselves.","Meditations","Marcus Aurelius","","","","","","","2022-10-31T00:00:00","stoicism","613","24","false","true","","","2022-10-31T00:00:00","2025-12-20T09:30:33.694859","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Stick with first impressions. Don’t extrapolate","Meditations","Marcus Aurelius","","Don’t break higher-order frames; this is the case with people with depression","","","","","2022-10-31T00:00:00","stoicism","591","24","false","false","","","2022-10-31T00:00:00","2025-12-20T09:30:33.234359","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"4. To do harm is to do yourself harm. To do an injustice is to do yourself an injustice—it degrades you.
 
5. And you can also commit injustice by doing nothing.","Meditations","Marcus Aurelius","","","","","","","2022-10-31T00:00:00","stoicism","575","24","false","false","","","2022-10-31T00:00:00","2025-12-20T09:30:32.996964","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"A man standing by a spring of clear, sweet water and cursing it. While the fresh water keeps on bubbling up. He can shovel mud into it, or dung, and the stream will carry it away, wash itself clean, remain unstained.","Meditations","Marcus Aurelius","","","","","","","2022-10-31T00:00:00","stoicism","574","24","true","false","","","2022-10-31T00:00:00","2025-12-20T09:30:32.980262","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"The mind without passions is a fortress.","Meditations","Marcus Aurelius","","","","","","","2022-10-30T00:00:00","stoicism","573","24","false","false","","","2022-10-30T00:00:00","2025-12-20T09:30:32.961914","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"External things are not the problem. It’s your assessment of them.","Meditations","Marcus Aurelius","","","","","","","2022-10-30T00:00:00","stoicism","572","24","true","false","","","2022-10-30T00:00:00","2025-12-20T09:30:32.934873","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Give yourself a gift: the present moment.","Meditations","Marcus Aurelius","","","","","","","2022-10-30T00:00:00","stoicism","571","24","true","false","","","2022-10-30T00:00:00","2025-12-20T09:30:32.895119","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"But if you accept the obstacle and work with what you’re given, an alternative will present itself—another piece of what you’re trying to assemble. Action by action.","Meditations","Marcus Aurelius","","Who you are is determined not by your highs, but by how you overcome obstacles and deal with difficult situations.","","","","","2022-10-30T00:00:00","stoicism","570","24","false","false","","","2022-10-30T00:00:00","2025-12-20T09:30:32.859112","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"For overcoming pain and pleasure, yes. For outgrowing ambition, yes.","Meditations","Marcus Aurelius","","What is live without ambition, genuine interest, and emotional attributions? Seems very dull and meaning-less","","","","","2022-10-29T00:00:00","stoicism","569","24","false","false","","","2022-10-29T00:00:00","2025-12-20T09:30:32.822120","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"When people injure you, ask yourself what good or harm they thought would come of it. If you understand that, you’ll feel sympathy rather than outrage or anger. Your sense of good and evil may be the same as theirs, or near it, in which case you have to excuse them. Or your sense of good and evil may differ from theirs. In which case they’re misguided and deserve your compassion. Is that so hard?","Meditations","Marcus Aurelius","","Telling himself to be the “bigger” person","","","","","2022-10-28T00:00:00","stoicism","611","24","false","false","","","2022-10-28T00:00:00","2025-12-20T09:30:33.661502","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"(But what are you doing here, Perceptions? Get back to where you came from, and good riddance. I don’t need you. Yes, I know, it was only force of habit that brought you. No, I’m not angry with you. Just go away.)","Meditations","Marcus Aurelius","","","","","","","2022-10-28T00:00:00","stoicism","610","24","true","false","","","2022-10-28T00:00:00","2025-12-20T09:30:33.643527","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Let it happen, if it wants, to whatever it can happen to. And what’s affected can complain about it if it wants. It doesn’t hurt me unless I interpret its happening as harmful to me. I can choose not to.","Meditations","Marcus Aurelius","","","","","","","2022-10-28T00:00:00","stoicism","609","24","false","false","","","2022-10-28T00:00:00","2025-12-20T09:30:33.624053","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"You’ve given aid and they’ve received it. And yet, like an idiot, you keep holding out for more: to be credited with a Good Deed, to be repaid in kind. Why?","Meditations","Marcus Aurelius","","Because you are human; we like to receive positive feedback for our behavior (positive reinforcement) and be appreciated (positively regarded) by the people around us.","","","","","2022-10-28T00:00:00","stoicism","568","24","false","false","","","2022-10-28T00:00:00","2025-12-20T09:30:32.786906","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"pain is neither unbearable nor unending, as long as you keep in mind its limits and don’t magnify them in your imagination.","Meditations","Marcus Aurelius","","","","","","","2022-10-28T00:00:00","stoicism","567","24","false","false","","","2022-10-28T00:00:00","2025-12-20T09:30:32.754280","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Look at who they really are, the people whose approval you long for, and what their minds are really like. Then you won’t blame the ones who make mistakes they can’t help, and you won’t feel a need for their approval. You will have seen the sources of both—their judgments and their actions.","Meditations","Marcus Aurelius","","One should not seek approval from people whose actions one does not respect; do not place value on their judgements and especially not their perception of you; you should not feel a need to “prove them wrong”; rather you should feel sorry for them.","","","","","2022-10-28T00:00:00","stoicism","566","24","false","false","","","2022-10-28T00:00:00","2025-12-20T09:30:32.718255","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
